id,neighborhood,host_since,superhost,host_acceptance_rate,host_total_listings,room_type,accommodates,bathrooms,bedrooms,beds,price,min_nights
27281,Union Station,5/2/2010,F,,4,Entire home/apt,4,1 bath,1,3,645,31
52092,Shaw,10/31/2009,F,0.91,8,Entire home/apt,4,1 bath,2,3,80,31
150109,Dupont Circle,6/20/2011,F,0,1,Entire home/apt,2,1 bath,1,1,135,31
175608,Shaw,10/31/2009,F,0.91,8,Entire home/apt,4,1 bath,2,2,80,31
290001,Shaw,12/14/2011,T,0.86,1,Entire home/apt,2,1 bath,1,1,185,2
296196,Dupont Circle,12/22/2011,F,1,1,Entire home/apt,4,1 bath,1,3,149,3
306465,Dupont Circle,7/1/2011,F,0.46,12,Entire home/apt,4,1 bath,2,3,198,5
322611,Union Station,1/25/2012,F,,6,Entire home/apt,3,2 baths,2,2,129,90
355527,Capitol Hill,9/1/2011,T,0.73,4,Entire home/apt,3,1 bath,1,1,184,2
382111,Capitol Hill,3/12/2012,T,0.98,3,Entire home/apt,4,1 bath,1,2,200,3
409582,Capitol Hill,3/30/2012,T,0.91,7,Entire home/apt,2,1 bath,,1,153,2
453159,Capitol Hill,9/21/2009,T,0.96,2,Entire home/apt,5,2 baths,2,3,135,3
453315,Union Station,4/29/2012,T,1,1,Entire home/apt,2,1 bath,1,1,100,2
525672,Capitol Hill,6/8/2012,F,0.82,3,Entire home/apt,4,1 bath,1,2,130,3
542144,Capitol Hill,6/17/2012,F,0.67,2,Entire home/apt,2,1 bath,1,1,145,31
563607,Dupont Circle,6/28/2012,F,1,3,Entire home/apt,2,1 bath,,1,120,1
748316,Union Station,11/12/2011,T,0.98,3,Entire home/apt,2,1 bath,1,1,125,2
801699,Dupont Circle,11/22/2012,F,,5,Entire home/apt,2,1 bath,1,1,140,180
815855,Shaw,10/31/2009,F,0.91,8,Entire home/apt,2,1 bath,1,1,75,31
871825,Capitol Hill,1/5/2013,F,,1,Entire home/apt,3,1 bath,1,1,120,31
892183,Shaw,11/29/2012,F,0.95,10,Entire home/apt,10,2.5 baths,4,5,564,3
898543,Foggy Bottom,1/21/2013,T,0.67,3,Entire home/apt,5,2 baths,3,3,165,31
898544,Foggy Bottom,1/21/2013,T,0.67,3,Entire home/apt,5,2 baths,3,2,180,31
997859,Dupont Circle,1/27/2012,T,1,7,Entire home/apt,4,2 baths,3,3,195,31
1003792,Union Station,11/29/2012,F,0.95,10,Entire home/apt,9,4 baths,4,5,500,31
1026034,Shaw,4/4/2012,T,1,1,Entire home/apt,4,1 bath,,1,168,2
1075426,Capitol Hill,11/8/2012,F,0.6,8,Entire home/apt,6,2 baths,3,3,175,31
1177438,Union Station,4/21/2013,T,0.99,2,Entire home/apt,8,2 baths,2,5,197,2
1301928,Dupont Circle,2/5/2019,F,,6,Entire home/apt,3,1 bath,2,2,160,28
1520425,Union Station,7/28/2013,F,0.87,4,Entire home/apt,8,3.5 baths,4,5,297,2
1571112,Dupont Circle,8/23/2013,T,0.95,5,Entire home/apt,2,1 bath,1,1,171,30
1613892,Union Station,9/2/2013,F,1,14,Entire home/apt,4,1 bath,1,2,116,2
1628328,Shaw,9/5/2013,T,1,1,Entire home/apt,4,1 bath,1,2,150,2
1667080,Union Station,9/14/2013,T,1,1,Entire home/apt,2,1 bath,,1,107,2
1750913,Union Station,10/3/2013,F,1,2,,6,2.5 baths,3,3,225,3
1813962,Shaw,7/24/2012,F,0.25,1,Entire home/apt,2,1 bath,1,1,132,31
1824864,Union Station,10/21/2013,T,1,1,Private room,3,1 private bath,2,2,150,2
1901631,Union Station,9/23/2013,T,0.99,4,Entire home/apt,4,1 bath,2,2,203,2
1997483,Capitol Hill,11/27/2013,T,1,30,Entire home/apt,4,1 bath,2,2,306,31
2060129,Capitol Hill,11/27/2013,T,1,30,Entire home/apt,4,1 bath,1,2,270,31
2089771,Foggy Bottom,12/17/2013,F,,1,Entire home/apt,4,1 bath,,2,93,31
2098615,Union Station,4/21/2013,T,0.99,2,Entire home/apt,5,2.5 baths,2,3,166,2
2241084,Georgetown,1/18/2014,F,,2,Entire home/apt,4,1.5 baths,2,2,195,31
2263350,Dupont Circle,5/18/2009,F,0.99,164,Entire home/apt,4,1 bath,1,1,120,31
2277705,Capitol Hill,1/25/2014,T,1,3,Entire home/apt,4,1 bath,1,2,155,3
2308259,Georgetown,1/30/2014,F,0.82,3,Entire home/apt,5,1 bath,1,3,185,3
2346018,Dupont Circle,2/5/2014,F,1,12,Entire home/apt,2,1 bath,,1,165,31
2361802,Capitol Hill,2/8/2014,T,1,1,Entire home/apt,4,1 bath,1,3,200,3
2476761,Capitol Hill,11/27/2013,T,1,30,Entire home/apt,4,1 bath,,2,206,31
2516656,Shaw,10/31/2013,F,1,2,Entire home/apt,6,2.5 baths,3,3,497,31
2685655,Georgetown,6/6/2012,F,0.49,2,,6,1.5 baths,2,2,244,4
2690487,Capitol Hill,8/29/2013,T,0.96,2,Entire home/apt,4,1 bath,1,1,198,1
2694647,Dupont Circle,3/5/2012,F,1,23,Entire home/apt,4,1 bath,1,2,170,31
2889743,Capitol Hill,3/22/2014,T,0.79,4,Entire home/apt,4,1.5 baths,2,2,215,4
3136813,Shaw,5/3/2014,F,0.98,1,Entire home/apt,4,1 bath,1,2,168,3
3199232,Union Station,5/31/2014,F,1,1,Entire home/apt,2,1 bath,1,1,146,2
3317645,Union Station,6/13/2014,T,0.97,4,Entire home/apt,4,1 bath,1,2,150,2
3544432,Union Station,11/29/2013,F,0.68,3,Entire home/apt,3,1 bath,,2,109,7
3601131,Shaw,4/18/2014,F,0.97,1,Entire home/apt,2,1 bath,1,1,152,3
3635540,Capitol Hill,7/18/2014,T,1,1,Entire home/apt,4,1 bath,1,2,119,3
3651862,Georgetown,7/20/2014,T,0.95,1,Entire home/apt,4,1 bath,,2,140,2
3789313,Union Station,11/29/2012,F,0.95,10,Entire home/apt,4,1 bath,1,3,120,31
3806145,Capitol Hill,12/16/2010,T,0.97,2,Entire home/apt,2,1 bath,1,1,164,31
3861766,Dupont Circle,8/23/2013,T,0.95,5,Entire home/apt,2,1 bath,1,1,145,14
3898306,Shaw,5/18/2009,F,0.99,164,Entire home/apt,5,1 bath,1,3,110,31
3907276,Dupont Circle,8/18/2014,T,1,3,Entire home/apt,2,1 bath,1,1,126,60
3997598,Georgetown,8/30/2014,T,0.78,2,Entire home/apt,2,1 bath,1,1,250,3
4055607,Capitol Hill,9/7/2014,T,1,2,Entire home/apt,5,1.5 baths,2,2,225,3
4083095,Dupont Circle,9/9/2014,T,0.92,2,Entire home/apt,2,1 bath,1,1,110,3
4284144,Dupont Circle,1/15/2011,F,1,4,Entire home/apt,3,1 bath,1,2,140,3
4325533,Georgetown,10/12/2014,F,0.63,1,Entire home/apt,3,1 bath,1,2,145,3
4359352,Dupont Circle,3/12/2012,F,,2,Entire home/apt,3,1 bath,1,1,99,31
4417414,Georgetown,4/8/2013,F,0.67,32,Entire home/apt,6,2 baths,3,3,854,31
4468741,Georgetown,1/7/2014,F,,1,Entire home/apt,6,2 baths,2,2,180,60
4545885,Union Station,10/19/2014,T,0.97,7,Entire home/apt,4,1 bath,1,2,198,1
4552932,Union Station,3/30/2013,T,1,5,Entire home/apt,4,1 bath,1,2,165,2
4574014,Union Station,11/13/2014,T,0.95,1,Entire home/apt,2,1 bath,1,1,107,4
4579903,Capitol Hill,11/27/2013,T,1,30,Entire home/apt,4,1 bath,1,2,140,31
4580159,Capitol Hill,11/27/2013,T,1,30,Entire home/apt,4,1 bath,1,2,224,31
4616068,Union Station,6/24/2014,T,1,3,Entire home/apt,5,1 bath,1,3,182,1
4622571,Dupont Circle,8/18/2014,T,1,3,Entire home/apt,2,1 bath,,1,127,31
4635196,Capitol Hill,11/21/2014,F,0,2,Entire home/apt,2,1 bath,1,1,180,31
4645378,Capitol Hill,11/22/2014,T,1,1,Entire home/apt,4,1 bath,2,2,199,3
4801046,Capitol Hill,9/19/2012,T,0.99,1,Entire home/apt,2,1 bath,1,1,128,2
4841217,Capitol Hill,12/16/2014,T,1,3,Entire home/apt,4,1 bath,1,2,275,31
4922023,Union Station,3/1/2014,T,1,2,Entire home/apt,2,1 bath,1,1,110,31
4936102,Georgetown,5/18/2009,F,0.99,164,,8,3.5 baths,4,5,333,31
4943572,Foggy Bottom,1/1/2015,T,1,1,Entire home/apt,2,1 bath,1,1,67,31
4978657,Capitol Hill,12/16/2014,T,1,3,Entire home/apt,4,1 bath,1,2,240,31
5003334,Foggy Bottom,4/20/2014,F,,1,Entire home/apt,1,1 bath,1,2,120,180
5026926,Capitol Hill,12/16/2014,T,1,3,Entire home/apt,6,1 bath,2,3,295,31
5030765,Union Station,1/11/2015,T,1,2,Entire home/apt,5,2 baths,2,2,261,2
5030785,Union Station,1/11/2015,T,1,2,Entire home/apt,3,1 bath,1,1,164,2
5075773,Georgetown,10/21/2014,T,1,9,Entire home/apt,2,1 bath,1,1,200,31
5089725,Dupont Circle,1/27/2012,T,1,7,Entire home/apt,2,1.5 baths,1,1,195,31
5132940,Union Station,10/7/2014,T,1,3,Entire home/apt,2,1 bath,,1,91,2
5166322,Georgetown,10/21/2014,T,1,9,Entire home/apt,2,1 bath,2,1,192,1
5286261,Shaw,11/27/2013,T,1,2,Entire home/apt,2,1 bath,1,1,175,2
5318112,Georgetown,2/10/2015,F,0.98,2,Entire home/apt,4,1 bath,1,2,148,2
5372128,Georgetown,2/16/2015,F,0,2,Entire home/apt,3,1 bath,1,2,125,31
5405966,Shaw,12/29/2014,T,0.98,1,Entire home/apt,4,1 bath,,2,123,3
5560185,Foggy Bottom,3/5/2015,T,0.73,6,Entire home/apt,3,1 bath,,2,90,31
5660850,Union Station,3/14/2015,F,,3,Entire home/apt,2,1 bath,1,2,175,31
5755232,Shaw,11/20/2013,T,1,3,Entire home/apt,4,1 bath,1,1,155,2
5801793,Capitol Hill,3/27/2015,F,1,3,Entire home/apt,4,1 bath,2,2,150,31
5834173,Union Station,9/23/2013,T,0.99,4,Entire home/apt,6,2.5 baths,3,3,531,2
5862637,Union Station,6/24/2014,T,1,3,Entire home/apt,4,1 bath,1,3,180,1
5903980,Georgetown,4/5/2015,T,1,1,Entire home/apt,2,1 bath,1,1,196,2
6072414,Capitol Hill,4/19/2015,F,0.33,1,Entire home/apt,14,4.5 baths,4,6,395,7
6133914,Capitol Hill,7/28/2013,F,0.5,1,Entire home/apt,2,1.5 baths,1,1,115,31
6227307,Capitol Hill,10/22/2013,T,0.96,1,Entire home/apt,6,2.5 baths,3,3,364,3
6333552,Shaw,11/27/2013,T,1,2,Entire home/apt,6,3.5 baths,3,3,611,3
6438519,Georgetown,5/14/2012,T,0.99,3,Entire home/apt,3,1 bath,1,2,80,2
6501477,Capitol Hill,5/22/2015,T,0.86,3,Entire home/apt,10,3.5 baths,3,4,340,2
6569449,Capitol Hill,5/18/2009,F,0.99,164,Entire home/apt,2,1 bath,1,2,10,1
6590621,Shaw,1/13/2013,F,,1,Entire home/apt,3,1 bath,1,1,130,31
6674537,Georgetown,1/13/2015,F,0,1,Entire home/apt,2,1 bath,,1,125,31
6690084,Capitol Hill,9/25/2014,F,,1,Entire home/apt,1,1 bath,1,1,500,31
6746916,Union Station,11/21/2014,F,0.93,2,Entire home/apt,6,2.5 baths,3,4,256,2
6832557,Capitol Hill,6/14/2015,T,1,2,Entire home/apt,3,1 bath,,1,142,3
6836332,Capitol Hill,6/14/2015,F,0.93,1,Entire home/apt,2,1 bath,1,1,157,1
6881428,Shaw,1/1/2015,T,0.97,3,Entire home/apt,8,4.5 baths,5,5,518,1
6881600,Shaw,1/1/2015,T,0.97,3,Entire home/apt,8,1 bath,2,2,199,1
7076206,Capitol Hill,3/27/2015,F,1,3,Entire home/apt,5,1 bath,,3,56,31
7181782,Capitol Hill,9/17/2014,F,1,3,Entire home/apt,6,1 bath,1,3,191,2
7220755,Capitol Hill,7/6/2015,F,,1,Entire home/apt,4,1 bath,2,2,159,31
7290056,Union Station,3/31/2014,T,0.99,9,Entire home/apt,4,1 bath,1,1,179,2
7452083,Dupont Circle,6/5/2013,F,0.8,1,Entire home/apt,3,1 bath,1,1,200,31
7559867,Dupont Circle,3/5/2015,T,0.73,6,Entire home/apt,6,1 bath,2,5,130,31
7599680,Dupont Circle,2/19/2015,F,1,16,Entire home/apt,3,1 bath,,2,64,91
7599768,Dupont Circle,2/19/2015,F,1,16,Entire home/apt,4,1 bath,1,1,87,91
7660850,Georgetown,5/7/2015,T,1,1,Entire home/apt,1,1 bath,1,1,100,28
7677038,Shaw,8/2/2015,F,0.78,1,Entire home/apt,2,1.5 baths,1,1,224,31
7800582,Dupont Circle,8/10/2015,T,1,7,Entire home/apt,2,1 bath,1,1,133,31
7801335,Georgetown,8/10/2015,T,1,7,Entire home/apt,2,1 bath,,1,135,31
7930288,Capitol Hill,11/27/2013,T,1,30,Entire home/apt,2,1 bath,1,2,178,31
7990478,Foggy Bottom,3/5/2015,T,0.73,6,Entire home/apt,6,1 bath,3,6,130,31
8118612,Foggy Bottom,10/25/2013,F,0.5,4,Entire home/apt,2,1 bath,1,1,82,31
8125413,Foggy Bottom,6/15/2014,T,0.93,3,Entire home/apt,2,1 bath,1,2,157,31
8165340,Dupont Circle,11/27/2013,T,1,30,Entire home/apt,2,1 bath,1,1,160,31
8190920,Union Station,10/5/2014,T,1,1,Entire home/apt,6,1 bath,2,2,209,3
8309843,Foggy Bottom,9/9/2015,F,,1,Entire home/apt,2,1 bath,1,1,112,59
8363399,Dupont Circle,4/15/2018,F,,1,Entire home/apt,2,1 bath,1,1,153,2
8409891,Shaw,10/8/2013,T,1,4,Entire home/apt,6,2 baths,2,2,128,31
8550351,Foggy Bottom,6/29/2015,T,1,4,Entire home/apt,8,2.5 baths,4,5,539,3
8606256,Georgetown,9/17/2015,F,,2,Entire home/apt,8,2 baths,4,4,90,31
8608311,Union Station,7/12/2013,T,1,4,Entire home/apt,2,1 bath,1,2,129,2
8645356,Georgetown,8/10/2015,T,1,7,Entire home/apt,2,1 bath,,1,135,31
8645554,Georgetown,8/10/2015,T,1,7,Entire home/apt,2,1 bath,,1,140,31
8645700,Georgetown,8/10/2015,T,1,7,Entire home/apt,2,1 bath,,1,148,31
8646332,Dupont Circle,8/10/2015,T,1,7,Entire home/apt,2,1 bath,1,1,133,3
8646530,Dupont Circle,8/10/2015,T,1,7,Entire home/apt,2,1 bath,1,1,138,3
8809662,Union Station,10/9/2015,F,,1,Entire home/apt,3,1 bath,,2,69,182
8811756,Union Station,10/28/2013,F,,1,Entire home/apt,6,2.5 baths,2,2,200,31
8846542,Union Station,10/11/2015,F,1,5,,2,1.5 shared baths,,1,108,2
8933705,Georgetown,5/18/2009,F,0.99,164,Entire home/apt,5,2 baths,3,5,188,31
8964989,Union Station,10/15/2015,T,0.98,284,Entire home/apt,6,1 bath,2,4,249,2
8965848,Union Station,10/15/2015,T,0.98,284,Entire home/apt,6,1 bath,2,3,219,2
8967038,Union Station,10/15/2015,T,0.98,284,Entire home/apt,6,1 bath,2,3,486,3
9028780,Shaw,8/3/2010,F,0.81,1,Entire home/apt,2,1 bath,1,1,125,3
9094563,Capitol Hill,10/25/2015,T,0.98,2,Entire home/apt,2,1 bath,1,1,148,1
9113304,Capitol Hill,6/8/2012,F,0.82,3,Entire home/apt,6,2 baths,3,2,388,31
9156290,Capitol Hill,4/11/2013,T,0.99,1,Entire home/apt,6,1 bath,2,3,209,1
9168908,Union Station,9/23/2013,T,0.99,4,Entire home/apt,10,3.5 baths,5,5,475,4
9171118,Dupont Circle,7/3/2013,T,0.99,2,Entire home/apt,3,1.5 baths,1,1,298,2
9215039,Capitol Hill,11/1/2015,F,0.94,1,Entire home/apt,4,1 bath,1,3,190,4
9282899,Union Station,5/18/2015,F,1,1,Entire home/apt,4,1 bath,1,2,109,2
9283035,Capitol Hill,3/22/2014,T,0.79,4,Entire home/apt,5,1 bath,1,3,145,14
9318555,Georgetown,1/23/2014,F,0.97,8,Entire home/apt,5,1 bath,2,6,85,31
9329121,Union Station,11/27/2013,T,1,30,Entire home/apt,4,1 bath,2,2,270,31
9363284,Dupont Circle,10/15/2015,T,0.98,284,Entire home/apt,4,2 baths,2,2,210,2
9428134,Foggy Bottom,7/5/2015,F,0.2,9,Entire home/apt,4,1 bath,1,2,145,31
9473056,Capitol Hill,3/30/2014,T,0.8,1,Entire home/apt,2,1 bath,1,1,90,31
9624481,Capitol Hill,10/19/2013,F,,4,Entire home/apt,4,1 bath,2,1,160,31
9660463,Capitol Hill,5/18/2015,F,1,1,Entire home/apt,2,1 bath,1,1,141,1
9727618,Capitol Hill,1/8/2013,F,,1,Entire home/apt,4,1.5 baths,2,2,310,31
9788818,Foggy Bottom,12/3/2015,F,,1,Entire home/apt,3,1 bath,1,1,85,31
9854986,Union Station,10/7/2014,T,1,3,Entire home/apt,2,1 bath,,1,100,2
9902178,Foggy Bottom,6/9/2015,F,,1,Entire home/apt,2,1 bath,1,1,70,31
9973170,Georgetown,2/10/2015,F,0.98,2,Entire home/apt,4,1 bath,1,2,151,2
10066573,Capitol Hill,9/21/2015,F,,2,Entire home/apt,3,1 bath,,2,80,31
10097934,Shaw,12/25/2014,F,1,3,Entire home/apt,6,2.5 baths,2,2,309,2
10173162,Shaw,9/4/2012,F,0.78,6,Entire home/apt,4,1 bath,1,2,120,600
10343356,Dupont Circle,8/1/2015,F,,5,Entire home/apt,2,1 bath,,1,95,31
10429628,Union Station,1/7/2016,F,0.33,2,Entire home/apt,3,1 bath,1,2,155,31
10526371,Capitol Hill,7/19/2014,T,1,9,Entire home/apt,4,1 bath,1,2,209,1
10542403,Union Station,1/12/2016,T,1,1,Entire home/apt,4,1 bath,1,2,129,3
10543751,Capitol Hill,1/6/2016,T,1,18,Entire home/apt,2,1 bath,,1,112,31
10543985,Capitol Hill,1/6/2016,T,1,18,,4,1 bath,1,2,298,31
10544363,Capitol Hill,1/6/2016,T,1,18,Entire home/apt,4,1 bath,1,2,214,2
10551108,Capitol Hill,10/11/2015,F,1,1,Entire home/apt,4,1 bath,1,1,154,2
10574467,Union Station,10/11/2015,F,1,5,Entire home/apt,8,2.5 baths,3,3,587,2
10626368,Capitol Hill,6/15/2014,T,1,3,Entire home/apt,2,1 bath,,1,105,2
10860997,Union Station,10/11/2015,F,1,5,Private room,2,1.5 shared baths,,1,118,2
11031634,Capitol Hill,9/28/2014,F,0,2,Entire home/apt,2,1 bath,,1,95,31
11031641,Shaw,3/23/2013,F,0.94,2,Entire home/apt,4,1 bath,1,2,168,1
11105778,Georgetown,9/10/2014,F,1,6,Entire home/apt,2,1 bath,1,1,250,31
11126528,Capitol Hill,2/7/2016,T,0.99,1,Entire home/apt,4,1 bath,1,2,185,2
11176974,Foggy Bottom,2/10/2016,F,1,6,Entire home/apt,4,1 bath,1,2,146,1
11183754,Capitol Hill,2/10/2016,T,0.99,1,Entire home/apt,2,1 bath,,1,151,3
11371592,Capitol Hill,11/27/2013,T,1,30,Entire home/apt,4,1 bath,1,2,240,31
11413391,Union Station,6/20/2014,T,1,1,Entire home/apt,2,1 bath,,1,65,31
11455321,Union Station,10/11/2015,F,1,5,Private room,2,1 private bath,,1,138,2
11553508,Capitol Hill,1/6/2016,T,1,18,Entire home/apt,4,1 bath,1,2,561,31
11759609,Capitol Hill,12/23/2015,T,0.74,1,Entire home/apt,6,3.5 baths,4,4,200,31
11767916,Georgetown,3/12/2016,F,0.88,1,Entire home/apt,3,1 bath,1,1,200,31
11851356,Dupont Circle,6/15/2015,T,0.77,4,Entire home/apt,9,3 baths,4,5,1228,4
11865642,Union Station,3/16/2016,T,1,3,Entire home/apt,4,2.5 baths,2,2,221,2
11866275,Foggy Bottom,2/10/2016,F,1,6,Entire home/apt,4,1 bath,1,2,152,1
11868093,Foggy Bottom,2/10/2016,F,1,6,Entire home/apt,4,1 bath,1,1,185,1
11970099,Capitol Hill,11/27/2013,T,1,30,Entire home/apt,6,1.5 baths,2,3,315,31
12107868,Foggy Bottom,5/11/2013,F,,1,Entire home/apt,1,1 bath,,1,200,31
12152132,Capitol Hill,11/27/2013,T,1,30,Entire home/apt,4,1 bath,1,2,224,31
12152164,Shaw,1/13/2013,F,,2,Private room,1,1 bath,1,1,100,31
12219364,Dupont Circle,4/27/2013,F,0,5,Entire home/apt,3,1 bath,1,1,102,31
12253009,Capitol Hill,4/5/2016,T,1,1,Entire home/apt,3,1 bath,1,1,115,3
12399984,Capitol Hill,11/27/2013,T,1,30,Entire home/apt,4,1 bath,,2,178,31
12400338,Capitol Hill,11/27/2013,T,1,30,Entire home/apt,2,1 bath,,1,178,31
12423375,Capitol Hill,4/24/2012,T,1,1,Entire home/apt,2,1 bath,1,2,98,3
12494558,Union Station,5/8/2015,T,0.91,1,Entire home/apt,4,1 bath,1,2,200,4
12513824,Capitol Hill,4/18/2016,F,0,1,Entire home/apt,3,1 bath,1,1,225,31
12535607,Union Station,4/19/2015,T,1,1,Entire home/apt,6,1.5 baths,3,4,412,4
12581800,Capitol Hill,4/20/2016,F,1,2,Entire home/apt,2,1 bath,,1,150,31
12784285,Capitol Hill,9/22/2015,T,1,1,Entire home/apt,2,1 bath,,1,170,2
12850682,Capitol Hill,11/27/2013,T,1,30,Entire home/apt,4,1 bath,2,2,350,31
12865283,Dupont Circle,2/15/2013,T,1,1,,4,1 bath,1,1,175,1
12866552,Capitol Hill,11/27/2013,T,1,30,Entire home/apt,4,1 bath,1,2,230,31
12866878,Capitol Hill,11/27/2013,T,1,30,Entire home/apt,4,1 bath,1,2,133,31
12885229,Union Station,5/5/2016,F,,1,Entire home/apt,2,1 bath,1,1,80,31
12902944,Georgetown,5/6/2016,F,,4,Entire home/apt,5,2.5 baths,2,3,250,365
12927810,Dupont Circle,2/19/2015,F,1,16,Entire home/apt,5,1 bath,2,2,84,91
13078902,Capitol Hill,11/27/2013,T,1,30,Entire home/apt,4,1 bath,1,2,201,31
13096118,Georgetown,5/18/2009,F,0.99,164,Entire home/apt,4,1 bath,2,3,143,31
13112085,Union Station,5/19/2016,T,1,1,Entire home/apt,4,1 bath,,3,109,1
13112324,Capitol Hill,5/28/2015,F,,1,Entire home/apt,4,1 bath,,2,105,31
13313002,Dupont Circle,6/1/2016,T,0.46,3,Entire home/apt,6,1 bath,2,2,165,31
13342086,Capitol Hill,4/13/2015,F,,1,Entire home/apt,4,1 bath,2,2,190,31
13491888,Capitol Hill,10/7/2011,F,0.99,19,Entire home/apt,6,2.5 baths,2,3,263,31
13492207,Capitol Hill,10/7/2011,F,0.99,19,Entire home/apt,2,1 bath,1,1,139,4
13494833,Capitol Hill,10/7/2011,F,0.99,19,Entire home/apt,8,3.5 baths,3,3,295,31
13529372,Union Station,2/22/2016,F,,1,Entire home/apt,4,2 baths,3,2,150,31
13542720,Capitol Hill,8/17/2015,F,,1,Entire home/apt,8,2.5 baths,4,6,275,31
13578244,Union Station,5/29/2012,T,1,4,Entire home/apt,4,1 bath,,2,156,1
13622959,Capitol Hill,2/18/2016,T,1,1,Entire home/apt,3,1 bath,1,2,133,2
13641373,Union Station,7/25/2015,T,1,2,Entire home/apt,2,1.5 baths,1,1,110,5
13683939,Union Station,6/2/2016,T,0.96,2,Entire home/apt,8,2 baths,3,3,189,31
13697918,Shaw,6/11/2014,T,0.92,157,Entire home/apt,5,1.5 baths,2,2,263,30
13698365,Shaw,6/11/2014,T,0.92,157,Entire home/apt,5,1.5 baths,2,2,229,3
13748008,Dupont Circle,6/5/2017,F,,3,Entire home/apt,4,1 bath,1,2,146,31
13894976,Capitol Hill,7/5/2016,F,1,2,Entire home/apt,6,2.5 baths,3,3,375,31
13913758,Shaw,5/3/2016,T,1,3,Entire home/apt,2,1 bath,,1,124,1
13959404,Dupont Circle,7/11/2016,F,,2,Entire home/apt,2,1.5 baths,1,1,100,31
14083967,Union Station,5/5/2016,T,1,2,Entire home/apt,6,3.5 baths,3,4,190,31
14108883,Capitol Hill,7/6/2016,F,,1,Entire home/apt,4,1 bath,1,2,450,31
14184210,Shaw,7/28/2010,F,,6,Entire home/apt,3,1 bath,1,2,125,31
14258587,Foggy Bottom,7/30/2016,F,,1,Entire home/apt,3,1 bath,2,1,129,31
14331755,Capitol Hill,8/3/2016,F,1,2,Entire home/apt,4,1 bath,1,1,95,270
14333797,Capitol Hill,8/3/2016,F,1,2,Entire home/apt,4,1 bath,1,3,90,270
14357248,Union Station,12/5/2012,T,1,1,Entire home/apt,3,1.5 baths,1,2,149,3
14360838,Dupont Circle,7/2/2013,F,,1,Entire home/apt,2,1 bath,1,1,125,120
14426673,Shaw,9/2/2012,T,1,29,Entire home/apt,10,3 baths,4,4,597,31
14426998,Shaw,9/2/2012,T,1,29,Entire home/apt,5,3 baths,4,4,536,31
14447623,Union Station,8/9/2016,T,1,1,Entire home/apt,4,1 bath,,3,198,3
14555537,Shaw,8/15/2016,T,0.99,5,Entire home/apt,8,2.5 baths,3,4,372,3
14563049,Union Station,1/1/2012,F,,1,,4,1.5 baths,2,2,199,31
14590973,Shaw,8/17/2016,F,,2,Entire home/apt,10,1.5 baths,3,5,300,31
14744997,Shaw,8/25/2016,F,,1,Private room,2,1 private bath,1,2,80,31
14805243,Dupont Circle,4/13/2014,T,0.99,1,Entire home/apt,4,1 bath,2,2,228,1
14886854,Shaw,6/19/2013,F,,3,Entire home/apt,6,2 baths,3,3,170,31
14944917,Capitol Hill,11/8/2015,T,0.99,1,Entire home/apt,4,1 bath,1,1,115,3
15060731,Capitol Hill,9/15/2016,T,1,2,Entire home/apt,12,4 baths,5,7,950,2
15080581,Union Station,7/28/2016,F,0.87,1,Entire home/apt,4,1 bath,1,2,171,4
15132389,Union Station,9/26/2014,F,,2,Entire home/apt,5,1 bath,1,1,95,31
15155205,Dupont Circle,9/21/2016,F,,1,Entire home/apt,2,1 bath,,1,79,31
15176149,Dupont Circle,12/30/2013,F,,1,Entire home/apt,2,1 bath,,1,73,31
15194332,Foggy Bottom,9/23/2016,F,,2,Entire home/apt,3,1 bath,1,1,184,31
15218873,Capitol Hill,8/31/2015,T,0.94,1,Entire home/apt,2,1 bath,,1,201,2
15248451,Capitol Hill,9/27/2016,F,,1,Entire home/apt,4,1 bath,2,2,108,31
15343221,Union Station,9/2/2013,F,1,14,Entire home/apt,4,1 bath,1,2,120,2
15343995,Dupont Circle,10/20/2015,T,1,1,Entire home/apt,2,1 bath,,1,114,2
15419112,Shaw,10/15/2015,T,0.98,284,Entire home/apt,6,2 baths,2,3,331,31
15419652,Union Station,10/10/2015,F,,1,Entire home/apt,4,1.5 baths,3,3,325,31
15483564,Dupont Circle,3/25/2016,F,,1,Entire home/apt,4,2 baths,1,2,130,2
15494076,Union Station,7/6/2016,F,,1,Entire home/apt,8,2 baths,4,3,225,31
15522091,Capitol Hill,8/6/2015,T,1,1,Entire home/apt,3,1 bath,1,1,127,1
15552175,Shaw,10/17/2016,T,0.9,2,Entire home/apt,3,1 bath,1,1,246,2
15552233,Capitol Hill,1/13/2016,T,0.99,1,Entire home/apt,4,1 bath,1,1,80,2
15615256,Union Station,10/22/2015,F,1,1,Entire home/apt,1,1 bath,1,1,80,60
15655208,Dupont Circle,5/23/2016,F,0.88,1,Entire home/apt,4,2.5 baths,2,4,795,2
15665231,Capitol Hill,10/24/2016,T,0.93,1,Entire home/apt,4,1 bath,1,1,159,2
15720606,Union Station,4/11/2014,T,0.96,1,Entire home/apt,3,1 bath,1,2,146,2
15744305,Capitol Hill,8/13/2013,F,,1,Entire home/apt,2,1 bath,1,1,110,31
15805076,Capitol Hill,11/2/2016,F,,3,Entire home/apt,8,2 baths,3,3,199,31
15817486,Capitol Hill,11/2/2016,F,,3,Entire home/apt,6,1 bath,2,2,162,31
